metadata_location_name,metadata_series_label,start_year,end_year,resolved_location_name,resolved_location_id,resolved_species_name,resolved_species_id,records_downloaded,output_file,source_urls,status
Pauls Bay River,pink,2014,2016,Pauls Bay River,22,Pink,440,84,adfg_fish_counts\series\pauls_bay_river__pink__2014_2016.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=440&year=2016%2C2015%2C2014,success
Pauls Bay River,sockeye,2002,2016,Pauls Bay River,22,Sockeye,420,280,adfg_fish_counts\series\pauls_bay_river__sockeye__2002_2016.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2016%2C2015%2C2014%2C2013%2C2012 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2011%2C2010%2C2009%2C2008%2C2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2009 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2008 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=420&year=2006%2C2005%2C2004%2C2003%2C2002,success
Redoubt Lake,sockeye,1953,2025,Redoubt Lake,76,Sockeye,420,3647,adfg_fish_counts\series\redoubt_lake__sockeye__1953_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=2000%2C1999%2C1998%2C1997%2C1996 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1995%2C1994%2C1993%2C1992%2C1991 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1990%2C1989%2C1988%2C1987%2C1986 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1985%2C1984%2C1983%2C1982%2C1981 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1980%2C1979%2C1978%2C1977%2C1976 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1980 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1979 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1978 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1977 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1976 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1975%2C1974%2C1973%2C1972%2C1971 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1975 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1974 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1973 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1972 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1971 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1970%2C1969%2C1968%2C1967%2C1966 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1970 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1969 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1968 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1967 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1966 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1965%2C1964%2C1963%2C1962%2C1961 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1965 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1964 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1963 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1962 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1961 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1960%2C1959%2C1958%2C1957%2C1956 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1960 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1959 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1958 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1957 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1956 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=76&speciesID=420&year=1955%2C1954%2C1953,success
Russian River,chinook,2002,2025,Russian River,13,Chinook,410,1286,adfg_fish_counts\series\russian_river__chinook__2002_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=410&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=410&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=410&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=410&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=410&year=2005%2C2004%2C2003%2C2002,success
Russian River,chum,1999,2025,Russian River,13,Chum,450,1,adfg_fish_counts\series\russian_river__chum__1999_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2025 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2024 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2019 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2018 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2017 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2013 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2012 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2009 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2008 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2005 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2004 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2003 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2002 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=450&year=2000%2C1999,success
Russian River,coho,1978,2025,Russian River,13,Coho,430,3586,adfg_fish_counts\series\russian_river__coho__1978_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=2000%2C1999%2C1998%2C1997%2C1996 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=1995%2C1994%2C1993%2C1992%2C1991 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=1990%2C1989%2C1988%2C1987%2C1986 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=1985%2C1984%2C1983%2C1982%2C1981 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=430&year=1980%2C1979%2C1978,success
Russian River,sockeye late run,1960,2025,Russian River,13,Sockeye - Late Run,422,4411,adfg_fish_counts\series\russian_river__sockeye_late_run__1960_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=2000%2C1999%2C1998%2C1997%2C1996 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1995%2C1994%2C1993%2C1992%2C1991 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1990%2C1989%2C1988%2C1987%2C1986 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1985%2C1984%2C1983%2C1982%2C1981 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1980%2C1979%2C1978%2C1977%2C1976 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1975%2C1974%2C1973%2C1972%2C1971 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1970%2C1969%2C1968%2C1967%2C1966 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1965%2C1964%2C1963%2C1962%2C1961 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=422&year=1960,success
Russian River,sockeye early run,1960,2025,Russian River,13,Sockeye - Early Run,421,3066,adfg_fish_counts\series\russian_river__sockeye_early_run__1960_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=2000%2C1999%2C1998%2C1997%2C1996 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1995%2C1994%2C1993%2C1992%2C1991 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1990%2C1989%2C1988%2C1987%2C1986 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1985%2C1984%2C1983%2C1982%2C1981 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1980%2C1979%2C1978%2C1977%2C1976 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1975%2C1974%2C1973%2C1972%2C1971 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1970%2C1969%2C1968%2C1967%2C1966 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1965%2C1964%2C1963%2C1962%2C1961 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=421&year=1960,success
Russian River,chinook late run,1999,2025,Russian River,13,Chinook - Late Run,412,76,adfg_fish_counts\series\russian_river__chinook_late_run__1999_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2025 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2024 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2019 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2018 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2017 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2013 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2012 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2009 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2008 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=13&speciesID=412&year=2000%2C1999,success
Salcha River,chinook,2002,2025,Salcha River,38,Chinook,410,745,adfg_fish_counts\series\salcha_river__chinook__2002_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=410&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=410&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=410&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=410&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=410&year=2005%2C2004%2C2003%2C2002,success
Salcha River,chum,2005,2025,Salcha River,38,Chum,450,650,adfg_fish_counts\series\salcha_river__chum__2005_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=450&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=450&year=2005,success
Salcha River,chum summer,2011,2023,Salcha River,38,Chum - Summer,451,1,adfg_fish_counts\series\salcha_river__chum_summer__2011_2023.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2023%2C2022%2C2021%2C2020%2C2019 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2019 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2018%2C2017%2C2016%2C2015%2C2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2018 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2017 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=38&speciesID=451&year=2013%2C2012%2C2011,success
Saltery Creek,chinook,2009,2023,Saltery Creek,29,Chinook,410,131,adfg_fish_counts\series\saltery_creek__chinook__2009_2023.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=410&year=2023%2C2022%2C2021%2C2020%2C2019 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=410&year=2018%2C2017%2C2016%2C2015%2C2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=410&year=2013%2C2012%2C2011%2C2010%2C2009,success
Saltery Creek,chum,2008,2025,Saltery Creek,29,Chum,450,365,adfg_fish_counts\series\saltery_creek__chum__2008_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=29&speciesID=450&year=2010%2C2009%2C2008,success
